action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,1,,,,,,,,,,15,1,15,2,,,13,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.034667,0.034667,0.26,,0.04,,12.093023,12.093023,0,2025-12-03,2025-12-03,1,female,43,,,,,43,0.52,2,3,2,13,7,3
,29,,,5,1,1,29,,,,,,198,1,198,3,2,,190,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,5,,0.918,"[{'action_type': 'outbound_click', 'value': '0.918'}]",0.918,4.59,0.158276,,0.023182,0.023182,1.53,,0.024158,0.918,9.978261,10.245536,1.086957,2025-12-03,2025-12-03,1.026786,male,460,1.086957,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.086957'}]",448,4.59,22,4,22,177,79,52
,,,,,,,,,,,,,,,,,,,,,6913358397984,tyson_rap_2_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,5,5,0,2025-12-03,2025-12-03,1,unknown,4,,,,,4,0.02,,1,,,,
,4,,,7,1,1,4,,,,,,239,,239,,,,232,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,7,,0.804286,"[{'action_type': 'outbound_click', 'value': '0.804286'}]",0.804286,5.63,1.4075,,0.023556,0.023556,,,0.024267,0.804286,10.543071,10.642722,1.310861,2025-12-03,2025-12-03,1.009452,female,534,1.310861,7,"[{'action_type': 'outbound_click', 'value': '7'}]","[{'action_type': 'outbound_click', 'value': '1.310861'}]",529,5.63,18,4,14,217,94,55
,473,3,1,123,60,60,473,,,1,1,,4564,,4564,22,20,,4419,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,124,,0.665935,"[{'action_type': 'outbound_click', 'value': '0.665935'}]",0.665935,1.365167,0.173171,,0.017947,0.017947,3.723182,,0.018536,0.660565,8.625737,9.022913,1.305813,2025-12-03,2025-12-03,1.046045,male,9496,1.295282,123,"[{'action_type': 'outbound_click', 'value': '123'}]","[{'action_type': 'outbound_click', 'value': '1.295282'}]",9078,81.91,388,4,348,4229,1824,1009
,,,,,,,,,,,,,48,,48,,,,48,,6913358815984,jesus_rap_1_4x5,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.020833,0.020833,,,0.020833,,10,10.10101,0,2025-12-03,2025-12-03,1.010101,unknown,100,,,,,99,1,4,4,3,45,18,9
,,,,,,,,,,,,,1,,1,,,,1,,6913866605984,kendrick_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.02,0.02,,,0.02,,6.666667,6.666667,0,2025-12-03,2025-12-03,1,male,3,,,,,3,0.02,1,4,1,1,1,1
,,,,,,,,,,,,,6,,6,,,,6,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.048333,0.048333,,,0.048333,,29,29,0,2025-12-03,2025-12-03,1,female,10,,,,,10,0.29,1,4,1,6,2,1
,3,,,2,,,3,,,,,,72,,72,,,,70,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,3.125,"[{'action_type': 'outbound_click', 'value': '3.125'}]",3.125,,2.083333,,0.086806,0.086806,,,0.089286,3.125,32.722513,34.153005,1.04712,2025-12-03,2025-12-03,1.043716,male,191,1.04712,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.04712'}]",183,6.25,18,4,18,66,35,24
,,,,,,,,,,,,,,,,,,,,,6913866606584,tyson_rap_2_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,unknown,1,,,,,1,0.01,,1,,,,
,4,,,4,,,4,,,,,,98,,98,1,1,,93,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,2.2975,"[{'action_type': 'outbound_click', 'value': '2.2975'}]",2.2975,,2.2975,,0.093776,0.093776,9.19,,0.098817,2.2975,36.039216,38.291667,1.568627,2025-12-03,2025-12-03,1.0625,female,255,1.568627,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.568627'}]",240,9.19,5,3,4,85,29,16
,69,1,,19,9,9,69,,,,,,1387,1,1387,7,6,,1361,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,23,,4.967895,"[{'action_type': 'outbound_click', 'value': '4.967895'}]",4.967895,10.487778,1.367971,,0.068053,0.068053,13.484286,,0.069353,4.103913,26.588732,26.9301,0.647887,2025-12-03,2025-12-03,1.012839,male,3550,0.535211,19,"[{'action_type': 'outbound_click', 'value': '19'}]","[{'action_type': 'outbound_click', 'value': '0.535211'}]",3505,94.39,113,3,109,1275,487,261
,,,,,,,,,,,,,12,,12,,,,12,,6913866606784,jesus_rap_1_4x5 - Copy,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.041667,0.041667,,,0.041667,,25,25,0,2025-12-03,2025-12-03,1,unknown,20,,,,,20,0.5,1,4,1,11,4,3
,,,,,,,,,,,,,7,,7,,,,7,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.055714,0.055714,,,0.055714,,21.666667,21.666667,0,2025-12-03,2025-12-03,1,female,18,,,,,18,0.39,1,3,1,7,2,2
,1,,,1,,,1,,,,,,13,,13,,,,12,,6915585772784,jesus_rap_1_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,1,,1.06,"[{'action_type': 'outbound_click', 'value': '1.06'}]",1.06,,1.06,,0.081538,0.081538,,,0.088333,1.06,21.632653,21.632653,2.040816,2025-12-03,2025-12-03,1,male,49,2.040816,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.040816'}]",49,1.06,1,2,1,12,4,3
,13,,,,,,13,,,,,,31,,31,,,,31,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,0.163846,,0.06871,0.06871,,,0.06871,,21.3,21.3,0,2025-12-03,2025-12-03,1,female,100,,,,,100,2.13,5,5,5,31,15,11
,41,,,6,3,3,41,,,,,,164,,164,,,,158,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,6,,1.951667,"[{'action_type': 'outbound_click', 'value': '1.951667'}]",1.951667,3.903333,0.28561,,0.071402,0.071402,,,0.074114,1.951667,22.476008,22.519231,1.151631,2025-12-03,2025-12-03,1.001923,male,521,1.151631,6,"[{'action_type': 'outbound_click', 'value': '6'}]","[{'action_type': 'outbound_click', 'value': '1.151631'}]",520,11.71,13,3,10,154,69,33
,,,,,,,,,,,,,,,,,,,,,6915585773184,tyson_rap_2_4x5,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,unknown,4,,,,,4,0.08,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,,,,,,,15,15,0,2025-12-03,2025-12-03,1,female,2,,,,,2,0.03,,1,,,,
,,,,,,,,,,,,,2,,2,,,,2,,6916143078584,jesus_rap_1_4x5_subtitles,6915577150784,FB_iOS_Rap_StartTrial_set1_251125,6915577150584,FB_iOS_Rap_StartTrial_Set1_251125,0,,,,,,,,0.025,0.025,,,0.025,,12.5,12.5,0,2025-12-03,2025-12-03,1,male,4,,,,,4,0.05,,3,,2,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916143725584,jesus_rap_1_4x5_subtitles,6913347655784,FB_iOS_itoshi_rap_set1,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.01,0.01,,,0.01,,10,10,0,2025-12-03,2025-12-03,1,male,1,,,,,1,0.01,,3,,1,,
,,,,,,,,,,,,,,,,,,,,,6916144704984,jesus_rap_1_4x5_subtitles,6913866281784,FB_iOS_Purchase_itoshi_rap_221125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,50,50,0,2025-12-03,2025-12-03,1,male,2,,,,,2,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916162285584,01 Esha,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,10,10,0,2025-12-03,2025-12-03,1,female,1,,,,,1,0.01,,1,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916163301184,02 blonde,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.07,0.07,,,0.07,,35,35,0,2025-12-03,2025-12-03,1,female,2,,,,,2,0.07,,4,,1,1,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,female,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,,,,,,6916164484784,04 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,110,110,0,2025-12-03,2025-12-03,1,male,1,,,,,1,0.11,,1,,,,
1,92,,,28,9,9,92,1,1,,,1,729,2,729,8,6,1,693,1,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,29,"[{'action_type': 'subscribe_mobile_app', 'value': '45.7'}, {'action_type': 'subscribe_total', 'value': '45.7'}]",1.632143,"[{'action_type': 'outbound_click', 'value': '1.632143'}]",1.632143,5.077778,0.496739,45.7,0.062689,0.062689,5.7125,45.7,0.065945,1.575862,25.980671,27.968176,1.648664,2025-12-03,2025-12-03,1.076499,female,1759,1.591814,28,"[{'action_type': 'outbound_click', 'value': '28'}]","[{'action_type': 'outbound_click', 'value': '1.591814'}]",1634,45.7,119,4,113,614,315,243
,,,,2,,,,,,,,,39,,39,,,,37,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,2,,1.315,"[{'action_type': 'outbound_click', 'value': '1.315'}]",1.315,,,,0.067436,0.067436,,,0.071081,1.315,24.351852,24.811321,1.851852,2025-12-03,2025-12-03,1.018868,male,108,1.851852,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '1.851852'}]",106,2.63,3,3,3,32,12,10
,,,,,,,,,,,,,5,,5,,,,5,,6916167127784,06 fbg og,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.068,0.068,,,0.068,,28.333333,28.333333,0,2025-12-03,2025-12-03,1,unknown,12,,,,,12,0.34,,3,,4,1,
,6,,,10,2,2,6,,,,,,153,1,153,1,,,142,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,10,,1.435,"[{'action_type': 'outbound_click', 'value': '1.435'}]",1.435,7.175,2.391667,,0.093791,0.093791,14.35,,0.101056,1.435,28.027344,29.958246,1.953125,2025-12-03,2025-12-03,1.068894,female,512,1.953125,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '1.953125'}]",479,14.35,25,4,25,121,65,51
,,,,,,,,,,,,,3,,3,,,,3,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.13,0.13,,,0.13,,18.571429,18.571429,0,2025-12-03,2025-12-03,1,male,21,,,,,21,0.39,,2,,3,1,
,,,,,,,,,,,,,1,,1,,,,1,,6916167363584,07 black_4,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.16,0.16,,,0.16,,32,32,0,2025-12-03,2025-12-03,1,unknown,5,,,,,5,0.16,,1,,1,,
,,,,,,,,,,,,,,,,,,,,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,female,1,,,,,1,0,,,,,,
,,,,,,,,,,,,,1,,1,,,,1,,6916167702784,08 aiartist3,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,0,,,,,,,,0.34,0.34,,,0.34,,42.5,42.5,0,2025-12-03,2025-12-03,1,male,8,,,,,8,0.34,,1,,1,,
11,819,2,,145,64,64,819,11,11,10,10,11,3747,5,3747,66,51,11,3536,11,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,161,"[{'action_type': 'subscribe_mobile_app', 'value': '39.8025'}, {'action_type': 'subscribe_total', 'value': '39.8025'}]",2.196,"[{'action_type': 'outbound_click', 'value': '2.196'}]",2.196,4.975313,0.388791,28.947273,0.08498,0.08498,4.824545,28.947273,0.090051,1.977764,32.445486,34.577044,1.640514,2025-12-03,2025-12-03,1.065697,female,9814,1.477481,145,"[{'action_type': 'outbound_click', 'value': '145'}]","[{'action_type': 'outbound_click', 'value': '1.477481'}]",9209,318.42,436,4,424,3206,1640,1015
,20,,1,18,4,4,20,,,2,2,,473,,473,7,4,,448,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,18,,2.148889,"[{'action_type': 'outbound_click', 'value': '2.148889'}]",2.148889,9.67,1.934,,0.081776,0.081776,5.525714,,0.086339,2.148889,28.171886,29.170437,1.310998,2025-12-03,2025-12-03,1.035445,male,1373,1.310998,18,"[{'action_type': 'outbound_click', 'value': '18'}]","[{'action_type': 'outbound_click', 'value': '1.310998'}]",1326,38.68,61,4,58,400,195,123
,1,,,1,,,1,,,,,,31,,31,1,1,,29,,6916168066184,12 Prerna,6916162284184,FB_iOS_Purchase_itoshi_rap_female_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,2.66,"[{'action_type': 'outbound_click', 'value': '2.66'}]",2.66,,2.66,,0.085806,0.085806,2.66,,0.091724,2.66,30.930233,33.670886,1.162791,2025-12-03,2025-12-03,1.088608,unknown,86,1.162791,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.162791'}]",79,2.66,1,4,1,29,15,6
,,,,3,2,2,,,,1,1,,111,,111,3,2,,105,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,4,,4.936667,"[{'action_type': 'outbound_click', 'value': '4.936667'}]",4.936667,7.405,,,0.133423,0.133423,4.936667,,0.141048,3.7025,44.077381,49.697987,1.190476,2025-12-03,2025-12-03,1.127517,female,336,0.892857,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.892857'}]",298,14.81,11,3,11,100,53,29
,,,,11,,,,,,1,1,,380,,380,6,5,,363,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,11,,3.47,"[{'action_type': 'outbound_click', 'value': '3.47'}]",3.47,,,,0.100447,0.100447,6.361667,,0.105152,3.47,31.108394,33.659612,0.896496,2025-12-03,2025-12-03,1.082011,male,1227,0.896496,11,"[{'action_type': 'outbound_click', 'value': '11'}]","[{'action_type': 'outbound_click', 'value': '0.896496'}]",1134,38.17,56,3,54,322,165,120
,,,,1,,,,,,,,,6,,6,,,,5,,6916172721984,11 black baby,6916172721584,FB_iOS_Purchase_itoshi_rap_baby_261125,6913294159984,FB_iOS_Purchase_itoshi_v1_set6_211125,1,,0.7,"[{'action_type': 'outbound_click', 'value': '0.7'}]",0.7,,,,0.116667,0.116667,,,0.14,0.7,50,58.333333,7.142857,2025-12-03,2025-12-03,1.166667,unknown,14,7.142857,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.142857'}]",12,0.7,,4,,5,3,
,39,1,1,39,4,4,39,,,,,,581,1,581,5,3,,537,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,35,,0.507949,"[{'action_type': 'outbound_click', 'value': '0.507949'}]",0.507949,4.9525,0.507949,,0.034096,0.034096,3.962,,0.03689,0.566,11.701122,12.086638,2.067336,2025-12-03,2025-12-03,1.032947,female,1693,2.303603,39,"[{'action_type': 'outbound_click', 'value': '39'}]","[{'action_type': 'outbound_click', 'value': '2.303603'}]",1639,19.81,54,3,54,486,234,138
,230,2,,47,25,25,230,,,,,,1009,2,1009,14,12,,948,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,43,,0.607872,"[{'action_type': 'outbound_click', 'value': '0.607872'}]",0.607872,1.1428,0.124217,,0.028315,0.028315,2.040714,,0.030137,0.664419,9.74088,9.993005,1.466076,2025-12-03,2025-12-03,1.025883,male,2933,1.602455,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '1.602455'}]",2859,28.57,117,4,106,837,405,258
,,,,,,,,,,,,,11,,11,,,,11,,6916177448584,10 Asian baby - Copy,6916176486384,FB_iOS_itoshi_rap_baby,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.028182,0.028182,,,0.028182,,8.857143,9.393939,0,2025-12-03,2025-12-03,1.060606,unknown,35,,,,,33,0.31,,3,,7,2,1
,,,,,,,,,,,,,1,,1,,,,1,,6916177884584,08 aiartist3 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.18,0.18,,,0.18,,45,45,0,2025-12-03,2025-12-03,1,male,4,,,,,4,0.18,,2,,1,,
,,,,,,,,,,,,,,,,,,,,,6916177884984,14 blonde - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,0,0,0,2025-12-03,2025-12-03,1,female,1,,,,,1,0,,1,,,,
,,,,,,,,,,,,,6,,6,1,1,,5,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,0.033333,0.033333,0.2,,0.04,,14.285714,15.384615,0,2025-12-03,2025-12-03,1.076923,female,14,,,,,13,0.2,1,4,1,4,4,1
,,,,,,,,,,,,,,,,,,,,,6916177885184,12 Prerna - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,,,,,,,,,20,20,0,2025-12-03,2025-12-03,1,male,1,,,,,1,0.02,,2,,,,
,2,,,,,,2,,,,,,12,,12,,,,12,,6916177885984,07 black_4 - Copy,6916176936184,FB_iOS_itoshi_rap_female,6913347651784,FB_iOS_itoshi_rap_install,0,,,,,,0.185,,0.030833,0.030833,,,0.030833,,8.809524,9.02439,0,2025-12-03,2025-12-03,1.02439,female,42,,,,,41,0.37,1,3,1,9,5,4
