action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,1,,,1,,,1,,,,,,,,,2,,2,,,,1,,6924697559784,02 Morgan_Gasstation_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.27,"[{'action_type': 'outbound_click', 'value': '0.27'}]",0.27,,0.27,,0.135,0.135,,,0.27,0.27,20.769231,20.769231,7.692308,2025-12-15,2025-12-15,1,unknown,13,7.692308,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '7.692308'}]",13,0.27,,2,,1,,
,,,,1,,,,,,,,,,,,2,,2,,,,1,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.09,"[{'action_type': 'outbound_click', 'value': '0.09'}]",0.09,,,,0.045,0.045,,,0.09,0.09,22.5,22.5,25,2025-12-15,2025-12-15,1,female,4,25,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '25'}]",4,0.09,1,5,1,1,1,1
,,,,,,,,,,,,,,,,6,,6,,,,6,,6924698562784,03 Morgan_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.053333,0.053333,,,0.053333,,12.8,13.333333,0,2025-12-15,2025-12-15,1.041667,male,25,,,,,24,0.32,,2,,5,1,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.1,0.1,,,0.1,,13.636364,14.285714,0,2025-12-15,2025-12-15,1.047619,female,22,,,,,21,0.3,,1,,2,,
,,,,1,,,,,,,1,,,,,120,,120,1,1,,118,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,2,,7.84,"[{'action_type': 'outbound_click', 'value': '7.84'}]",7.84,,,,0.065333,0.065333,7.84,,0.066441,3.92,17.461025,18.190255,0.445434,2025-12-15,2025-12-15,1.041763,male,449,0.222717,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.222717'}]",431,7.84,15,4,14,105,52,35
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924706270984,05 Eddie_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.04,0.04,,,0.04,,26.666667,26.666667,0,2025-12-15,2025-12-15,1,unknown,3,,,,,3,0.08,,5,,2,1,
,3,1,,3,1,1,3,,,,1,,,,,85,,85,1,1,,81,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,1.186667,"[{'action_type': 'outbound_click', 'value': '1.186667'}]",1.186667,3.56,1.186667,,0.041882,0.041882,3.56,,0.043951,0.89,15.021097,15.545852,1.687764,2025-12-15,2025-12-15,1.034935,female,237,1.265823,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.265823'}]",229,3.56,6,3,6,76,24,11
,291,,,24,21,21,291,,,,9,,,,,753,1,753,10,9,,719,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '11.426667'}, {'action_type': 'subscribe_total', 'value': '11.426667'}, {'action_type': 'start_trial_mobile_app', 'value': '17.14'}, {'action_type': 'start_trial_total', 'value': '17.14'}]",1.428333,"[{'action_type': 'outbound_click', 'value': '1.428333'}]",1.428333,1.632381,0.117801,,0.045525,0.045525,3.428,,0.047677,1.224286,13.878543,14.367142,1.133603,2025-12-15,2025-12-15,1.035205,male,2470,0.97166,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '0.97166'}]",2386,34.28,56,3,53,662,299,182
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924706727584,06 Eddie_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.036,0.036,,,0.036,,12.857143,12.857143,0,2025-12-15,2025-12-15,1,unknown,14,,,,,14,0.18,,3,,5,3,2
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.126667,0.126667,,,0.126667,,22.352941,22.352941,0,2025-12-15,2025-12-15,1,female,17,,,,,17,0.38,,2,,3,,
,12,,,2,1,1,12,,,,2,1,1,,,115,1,115,4,2,,109,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,4.925,"[{'action_type': 'outbound_click', 'value': '4.925'}]",4.925,9.85,0.820833,,0.085652,0.085652,2.4625,,0.090367,9.85,24.261084,25.063613,0.246305,2025-12-15,2025-12-15,1.033079,male,406,0.492611,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '0.492611'}]",393,9.85,13,5,13,99,46,28
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924707290984,07 Mike_Gasstation_gemini_hht2,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.035,0.035,,,0.035,,23.333333,23.333333,0,2025-12-15,2025-12-15,1,unknown,3,,,,,3,0.07,1,9,1,2,2,1
,,,,,,,,,,,1,,,,,4,,4,1,1,,3,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.02,0.02,0.08,,0.026667,,26.666667,26.666667,0,2025-12-15,2025-12-15,1,female,3,,,,,3,0.08,,5,,3,1,
,,,,,,,,,,,,,,,,10,,10,,,,10,,6924708193184,08 Mike_Gasstation_gemini_ginjuice,6924668039784,FB_iOS_Rap_StartTrial_gasstation_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.19,0.19,,,0.19,,38,38.77551,0,2025-12-15,2025-12-15,1.020408,male,50,,,,,49,1.9,1,2,1,10,5,3
,,,,,,,,,,,,,,,,3,,3,,,,3,,6924708943784,01 Morgan_dropit,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.033333,0.033333,,,0.033333,,25,25,0,2025-12-15,2025-12-15,1,male,4,,,,,4,0.1,,8,,3,2,2
,35,,,10,2,2,35,,,,7,,,,,456,6,456,13,7,,433,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,11,"[{'action_type': 'subscribe_mobile_app', 'value': '18.32'}, {'action_type': 'subscribe_total', 'value': '18.32'}]",1.832,"[{'action_type': 'outbound_click', 'value': '1.832'}]",1.832,9.16,0.523429,,0.040175,0.040175,1.409231,,0.042309,1.665455,13.391813,13.764087,0.804094,2025-12-15,2025-12-15,1.027799,female,1368,0.730994,10,"[{'action_type': 'outbound_click', 'value': '10'}]","[{'action_type': 'outbound_click', 'value': '0.730994'}]",1331,18.32,34,3,31,379,187,101
,408,5,,94,31,31,408,,,,32,1,1,,,2586,5,2586,38,32,,2454,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,108,"[{'action_type': 'subscribe_mobile_app', 'value': '11.153333'}, {'action_type': 'subscribe_total', 'value': '11.153333'}, {'action_type': 'start_trial_mobile_app', 'value': '100.38'}, {'action_type': 'start_trial_total', 'value': '100.38'}]",1.067872,"[{'action_type': 'outbound_click', 'value': '1.067872'}]",1.067872,3.238065,0.246029,,0.038817,0.038817,2.641579,,0.040905,0.929444,12.372735,12.712766,1.331197,2025-12-15,2025-12-15,1.027482,male,8113,1.158634,94,"[{'action_type': 'outbound_click', 'value': '94'}]","[{'action_type': 'outbound_click', 'value': '1.158634'}]",7896,100.38,238,4,229,2170,1109,649
,,,,,,,,,,,,,,,,21,,21,,,,21,,6924712553784,01 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.031429,0.031429,,,0.031429,,12.45283,12.941176,0,2025-12-15,2025-12-15,1.039216,unknown,53,,,,,51,0.66,2,5,2,20,7,3
,,,,,,,,,,,,,,,,,,,,,,,,6924713760384,02 Morgan_paris,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,63.333333,63.333333,0,2025-12-15,2025-12-15,1,male,3,,,,,3,0.19,,1,,,,
,92,2,1,15,5,5,92,,,,8,1,1,,,433,1,433,11,8,,407,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,16,"[{'action_type': 'subscribe_mobile_app', 'value': '9.405'}, {'action_type': 'subscribe_total', 'value': '9.405'}]",1.254,"[{'action_type': 'outbound_click', 'value': '1.254'}]",1.254,3.762,0.204457,,0.043441,0.043441,1.71,,0.046216,1.175625,16.976534,17.178082,1.444043,2025-12-15,2025-12-15,1.011872,female,1108,1.353791,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '1.353791'}]",1095,18.81,28,4,26,350,162,84
,373,1,,60,22,22,373,,,,10,,,,,2038,,2038,10,10,,1968,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,70,"[{'action_type': 'subscribe_mobile_app', 'value': '9.723333'}, {'action_type': 'subscribe_total', 'value': '9.723333'}, {'action_type': 'start_trial_mobile_app', 'value': '12.501429'}, {'action_type': 'start_trial_total', 'value': '12.501429'}]",1.4585,"[{'action_type': 'outbound_click', 'value': '1.4585'}]",1.4585,3.977727,0.234611,,0.042939,0.042939,8.751,,0.044466,1.250143,15.012867,15.347247,1.200892,2025-12-15,2025-12-15,1.022273,male,5829,1.029336,60,"[{'action_type': 'outbound_click', 'value': '60'}]","[{'action_type': 'outbound_click', 'value': '1.029336'}]",5702,87.51,169,4,162,1739,855,461
,,,,1,,,,,,,,,,,,21,,21,,,,20,,6924714716184,04 Morgan_humble,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,1,,0.46,"[{'action_type': 'outbound_click', 'value': '0.46'}]",0.46,,,,0.021905,0.021905,,,0.023,0.46,9.2,9.583333,2,2025-12-15,2025-12-15,1.041667,unknown,50,2,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2'}]",48,0.46,2,4,2,16,7,4
,,,,,,,,,,,,,,,,,,,,,,,,6924715460784,05 Morgan_indaclub,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,110,110,0,2025-12-15,2025-12-15,1,male,1,,,,,1,0.11,,4,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924715827784,06 Morgan_gthang,6924708943384,FB_iOS_Rap_StartTrial_morgancarmusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.12,0.12,,,0.12,,30,30,0,2025-12-15,2025-12-15,1,male,4,,,,,4,0.12,,2,,1,,
,307,2,,91,25,25,307,,,,22,1,1,1,,1895,1,1895,25,23,,1779,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,91,"[{'action_type': 'subscribe_mobile_app', 'value': '28.6975'}, {'action_type': 'subscribe_total', 'value': '28.6975'}, {'action_type': 'start_trial_mobile_app', 'value': '28.6975'}, {'action_type': 'start_trial_total', 'value': '28.6975'}]",1.261429,"[{'action_type': 'outbound_click', 'value': '1.275444'}]",1.261429,4.5916,0.373909,,0.060575,0.060575,4.5916,,0.064525,1.261429,20.840596,21.621774,1.652142,2025-12-15,2025-12-15,1.037484,female,5508,1.652142,91,"[{'action_type': 'outbound_click', 'value': '90'}]","[{'action_type': 'outbound_click', 'value': '1.633987'}]",5309,114.79,233,4,222,1577,807,520
,7,,,3,1,1,7,,,,2,,,,,100,1,100,3,2,,94,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,5,,2.103333,"[{'action_type': 'outbound_click', 'value': '2.103333'}]",2.103333,6.31,0.901429,,0.0631,0.0631,2.103333,,0.067128,1.262,21.389831,22.062937,1.694915,2025-12-15,2025-12-15,1.031469,male,295,1.016949,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.016949'}]",286,6.31,16,4,16,87,42,30
,,,,,,,,,,,1,,,,,11,,11,1,1,,10,,6924716345384,02 Prerna_tusa,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.039091,0.039091,0.43,,0.043,,14.827586,14.827586,0,2025-12-15,2025-12-15,1,unknown,29,,,,,29,0.43,1,4,1,6,6,2
,,,,,,,,,,,,,,,,2,,2,,,,2,,6924716446184,04 Prerna_fancy,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.09,0.09,,,0.09,,36,36,0,2025-12-15,2025-12-15,1,female,5,,,,,5,0.18,1,5,1,2,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6924716853184,05 Prerna_thot,6924712086984,FB_iOS_Rap_StartTrial_prernamusicvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.02,,2,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924717875584,04 Morgan_Snoop_Ginndjuice_01,6924712553984,FB_iOS_Rap_StartTrial_morgancartextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.05,0.05,,,0.05,,16.666667,16.666667,0,2025-12-15,2025-12-15,1,male,3,,,,,3,0.05,,4,,1,1,1
,247,,1,47,20,20,247,,,,8,,,1,,1021,1,1021,11,9,,963,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,47,"[{'action_type': 'subscribe_mobile_app', 'value': '14.605'}, {'action_type': 'subscribe_total', 'value': '14.605'}, {'action_type': 'start_trial_mobile_app', 'value': '29.21'}, {'action_type': 'start_trial_total', 'value': '29.21'}]",1.242979,"[{'action_type': 'outbound_click', 'value': '1.242979'}]",1.242979,2.921,0.236518,,0.057218,0.057218,5.310909,,0.060665,1.242979,18.097893,18.599172,1.45601,2025-12-15,2025-12-15,1.027698,female,3228,1.45601,47,"[{'action_type': 'outbound_click', 'value': '47'}]","[{'action_type': 'outbound_click', 'value': '1.45601'}]",3141,58.42,121,4,117,860,438,294
,,,,,,,,,,,1,,,,,36,,36,1,1,,35,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.064444,0.064444,2.32,,0.066286,,17.185185,17.709924,0,2025-12-15,2025-12-15,1.030534,male,135,,,,,131,2.32,1,3,1,32,15,8
,,,,,,,,,,,,,,,,5,,5,,,,5,,6924718889384,02 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.088,0.088,,,0.088,,24.444444,24.444444,0,2025-12-15,2025-12-15,1,unknown,18,,,,,18,0.44,,3,,5,1,1
,73,,,13,3,3,73,,,,2,,,,,258,,258,2,2,,243,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,15,"[{'action_type': 'subscribe_mobile_app', 'value': '9.97'}, {'action_type': 'subscribe_total', 'value': '9.97'}]",1.533846,"[{'action_type': 'outbound_click', 'value': '1.533846'}]",1.533846,6.646667,0.273151,,0.077287,0.077287,9.97,,0.082058,1.329333,23.321637,24.346764,1.754386,2025-12-15,2025-12-15,1.043956,female,855,1.520468,13,"[{'action_type': 'outbound_click', 'value': '13'}]","[{'action_type': 'outbound_click', 'value': '1.520468'}]",819,19.94,32,4,30,213,116,62
,8,,,3,2,2,8,,,,,,,,,43,,43,,,,40,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,4,,0.756667,"[{'action_type': 'outbound_click', 'value': '0.756667'}]",0.756667,1.135,0.28375,,0.052791,0.052791,,,0.05675,0.5675,18.455285,18.760331,3.252033,2025-12-15,2025-12-15,1.016529,male,123,2.439024,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.439024'}]",121,2.27,6,4,6,36,19,13
,,,,,,,,,,,,,,,,1,,1,,,,1,,6924719922384,03 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,0.21,0.21,,,0.21,,26.25,26.25,0,2025-12-15,2025-12-15,1,unknown,8,,,,,8,0.21,,3,,1,1,
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,12.5,12.5,0,2025-12-15,2025-12-15,1,female,8,,,,,8,0.1,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720140184,04 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,30,30,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.06,,1,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6924720374584,05 Prerna 01,6924712908584,FB_iOS_Rap_StartTrial_prernatextvariants_091225,6924668035784,FB_iOS_Rap_StartTrial_Set2_091225,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,female,1,,,,,1,0.01,,1,,,,
,97,,,26,13,13,97,,,,7,,,,,807,,807,7,7,,774,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,28,"[{'action_type': 'subscribe_mobile_app', 'value': '43.6'}, {'action_type': 'subscribe_total', 'value': '43.6'}]",1.676923,"[{'action_type': 'outbound_click', 'value': '1.676923'}]",1.676923,3.353846,0.449485,,0.054027,0.054027,6.228571,,0.056331,1.557143,17.861532,18.121363,1.147071,2025-12-15,2025-12-15,1.014547,female,2441,1.065137,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '1.065137'}]",2406,43.6,75,4,68,657,351,197
,7,1,,3,1,1,7,,,,2,,,,,314,,314,2,2,,309,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,3,,5.053333,"[{'action_type': 'outbound_click', 'value': '5.053333'}]",5.053333,15.16,2.165714,,0.04828,0.04828,7.58,,0.049061,5.053333,15.742471,17.033708,0.311526,2025-12-15,2025-12-15,1.082022,male,963,0.311526,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '0.311526'}]",890,15.16,28,4,26,277,146,86
,,,,1,1,1,,,,,,,,,,7,,7,,,,6,,6925369207984,01Prerna_bollamarket1,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,1,,0.33,"[{'action_type': 'outbound_click', 'value': '0.33'}]",0.33,0.33,,,0.047143,0.047143,,,0.055,0.33,16.5,16.5,5,2025-12-15,2025-12-15,1,unknown,20,5,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '5'}]",20,0.33,,3,,6,4,1
,42,,,2,4,4,42,,,,1,,,,,20,,20,1,1,,17,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,"[{'action_type': 'subscribe_mobile_app', 'value': '0.8'}, {'action_type': 'subscribe_total', 'value': '0.8'}, {'action_type': 'start_trial_mobile_app', 'value': '1.6'}, {'action_type': 'start_trial_total', 'value': '1.6'}]",0.8,"[{'action_type': 'outbound_click', 'value': '0.8'}]",0.8,0.4,0.038095,,0.08,0.08,1.6,,0.094118,0.8,25.806452,25.806452,3.225806,2025-12-15,2025-12-15,1,female,62,3.225806,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '3.225806'}]",62,1.6,2,3,2,13,8,6
,28,,,4,1,1,28,,,,,,,,,31,,31,,,,27,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,0.7125,"[{'action_type': 'outbound_click', 'value': '0.7125'}]",0.7125,2.85,0.101786,,0.091935,0.091935,,,0.105556,0.57,29.6875,33.529412,5.208333,2025-12-15,2025-12-15,1.129412,male,96,4.166667,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",85,2.85,1,3,1,18,9,4
,,,,,,,,,,,,,,,,,,,,,,,,6926060791784,02_blonde_jumpoff_gasstation1,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,unknown,1,,,,,1,0.02,,1,,,,
,6,,1,5,,,6,,,,1,1,1,,,78,,78,3,1,,70,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,5,,1.02,"[{'action_type': 'outbound_click', 'value': '1.02'}]",1.02,,0.85,,0.065385,0.065385,1.7,,0.072857,1.02,21.25,23.611111,2.083333,2025-12-15,2025-12-15,1.111111,female,240,2.083333,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '2.083333'}]",216,5.1,10,5,9,68,40,22
,169,1,,26,9,9,169,,,1,,,,,,218,,218,,,,192,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '3.646'}, {'action_type': 'subscribe_total', 'value': '3.646'}, {'action_type': 'start_trial_mobile_app', 'value': '4.5575'}, {'action_type': 'start_trial_total', 'value': '4.5575'}]",0.701154,"[{'action_type': 'outbound_click', 'value': '0.701154'}]",0.701154,2.025556,0.10787,,0.083624,0.083624,,,0.094948,0.7292,29.214744,33.884758,4.00641,2025-12-15,2025-12-15,1.159851,male,624,4.166667,26,"[{'action_type': 'outbound_click', 'value': '26'}]","[{'action_type': 'outbound_click', 'value': '4.166667'}]",538,18.23,12,3,12,166,76,47
