action_app_custom_event.fb_mobile_purchase,action_app_custom_event.other,action_app_store_visit,action_comment,action_link_click,action_mobile_app_install,action_omni_app_install,action_omni_custom,action_omni_purchase,action_onsite_app_purchase,action_onsite_conversion.messaging_block,action_onsite_conversion.post_net_like,action_onsite_conversion.post_net_save,action_onsite_conversion.post_save,action_onsite_conversion.post_unlike,action_onsite_web_app_purchase,action_page_engagement,action_post,action_post_engagement,action_post_interaction_gross,action_post_reaction,action_purchase,action_video_view,action_web_app_in_store_purchase,ad_id,ad_name,adset_id,adset_name,campaign_id,campaign_name,clicks,cost_per_conversion,cost_per_inline_link_click,cost_per_outbound_click,cpa_link_click,cpa_omni_app_install,cpa_omni_custom,cpa_omni_purchase,cpa_page_engagement,cpa_post_engagement,cpa_post_interaction_gross,cpa_purchase,cpa_video_view,cpc,cpm,cpp,ctr,date_start,date_stop,frequency,gender,impressions,inline_link_click_ctr,inline_link_clicks,outbound_clicks,outbound_clicks_ctr,reach,spend,video_30_sec_watched_actions_video_view,video_avg_time_watched_actions_video_view,video_p100_watched_actions_video_view,video_p25_watched_actions_video_view,video_p50_watched_actions_video_view,video_p75_watched_actions_video_view
,,,,,,,,,,,,,,,,,,,,,,,,6926066018184,13_blonde_jumpoff_redcar,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,40,40,0,2025-12-15,2025-12-15,1,unknown,5,,,,,5,0.2,,1,,,,
,230,2,,40,21,21,230,,,,12,1,1,,,909,,909,13,12,,856,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,45,"[{'action_type': 'subscribe_mobile_app', 'value': '9.907143'}, {'action_type': 'subscribe_total', 'value': '9.907143'}, {'action_type': 'start_trial_mobile_app', 'value': '34.675'}, {'action_type': 'start_trial_total', 'value': '34.675'}]",1.73375,"[{'action_type': 'outbound_click', 'value': '1.73375'}]",1.73375,3.302381,0.301522,,0.076293,0.076293,5.334615,,0.081016,1.541111,19.020845,19.831284,1.234229,2025-12-15,2025-12-15,1.042608,female,3646,1.097093,40,"[{'action_type': 'outbound_click', 'value': '40'}]","[{'action_type': 'outbound_click', 'value': '1.097093'}]",3497,69.35,70,3,67,759,353,199
,1,,,3,,,1,,,,,,,,,56,,56,,,,53,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,2,,1.126667,"[{'action_type': 'outbound_click', 'value': '1.126667'}]",1.126667,,3.38,,0.060357,0.060357,,,0.063774,1.69,18.074866,18.777778,1.069519,2025-12-15,2025-12-15,1.038889,male,187,1.604278,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.604278'}]",180,3.38,2,3,2,50,21,12
,,,,,,,,,,,,,,,,12,,12,,,,12,,6926066642184,35_blonde_bent,6926060791584,FB_iOS_Rap_StartTrial_blondelilkimvariants_111225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.061667,0.061667,,,0.061667,,25.517241,25.517241,0,2025-12-15,2025-12-15,1,unknown,29,,,,,29,0.74,1,3,1,8,3,2
,,,,,,,,,,,,,,,,,,,,,,,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,female,2,,,,,2,0.04,,1,,,,
,,,,,,,,,,,,,,,,1,,1,,,,1,,6926070134384,23 Prerna lilkim_eiffeltower,6925369208584,FB_iOS_Rap_StartTrial_prernajumpoffvariants_101225,6925369206784,FB_iOS_Rap_StartTrial_Set3_101225,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-15,2025-12-15,1,male,2,,,,,2,0.05,1,10,1,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6927319919984,03_blackbodysuit_Wap 2 - Copy,6920965699184,F_Purhcase_Rap_WAP2_251203,6920965699384,FB_iOS_Purchase_Rap_251203,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,male,1,,,,,1,0.01,,0,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,14.166667,28.333333,0,2025-12-15,2025-12-15,2,female,12,,,,,6,0.17,,,,,,
,,,,3,,,,,,,,,,,,3,,3,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.123333,"[{'action_type': 'outbound_click', 'value': '0.123333'}]",0.123333,,,,0.123333,0.123333,,,,0.185,28.461538,28.461538,15.384615,2025-12-15,2025-12-15,1,male,13,23.076923,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '23.076923'}]",13,0.37,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,6927326214584,New App promotion Ad,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,30,30,0,2025-12-15,2025-12-15,1,unknown,1,,,,,1,0.03,,,,,,
,,,,,,,,,,,,,,,,3,,3,,,,3,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.04,0.04,,,0.04,,12,13.333333,0,2025-12-15,2025-12-15,1.111111,female,10,,,,,9,0.12,2,7,2,3,2,2
,1,,,1,,,1,,,,,,,,,19,,19,,,,18,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,0.38,"[{'action_type': 'outbound_click', 'value': '0.38'}]",0.38,,0.38,,0.02,0.02,,,0.021111,0.19,10.857143,11.515152,5.714286,2025-12-15,2025-12-15,1.060606,male,35,2.857143,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '2.857143'}]",33,0.38,1,4,1,17,10,4
,,,,,,,,,,,,,,,,,,,,,,,,6927327516184,jesus_rap_1_4x5 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,10,10,0,2025-12-15,2025-12-15,1,unknown,1,,,,,1,0.01,,3,,,,
,,,,,,,,,,,,,,,,2,,2,,,,2,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.035,0.035,,,0.035,,7,7,0,2025-12-15,2025-12-15,1,female,10,,,,,10,0.07,,2,,2,,
,6,,,1,1,1,6,,,,1,,,,,35,1,35,2,1,,32,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,1.1,"[{'action_type': 'outbound_click', 'value': '1.1'}]",1.1,1.1,0.183333,,0.031429,0.031429,0.55,,0.034375,0.55,12.790698,12.790698,2.325581,2025-12-15,2025-12-15,1,male,86,1.162791,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.162791'}]",86,1.1,1,3,1,28,13,6
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516384,04 Morgan_humble - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.05,0.05,,,0.05,,25,25,0,2025-12-15,2025-12-15,1,unknown,2,,,,,2,0.05,,6,,1,1,1
,4,,,,,,4,,,,,,,,,11,,11,,,,11,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,0.255,,0.092727,0.092727,,,0.092727,,20,20.816327,0,2025-12-15,2025-12-15,1.040816,female,51,,,,,49,1.02,1,2,1,10,6,3
,21,,,5,1,1,21,,,,,,,,,111,1,111,1,,,105,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,6,"[{'action_type': 'subscribe_mobile_app', 'value': '4.25'}, {'action_type': 'subscribe_total', 'value': '4.25'}]",0.85,"[{'action_type': 'outbound_click', 'value': '0.85'}]",0.85,4.25,0.202381,,0.038288,0.038288,4.25,,0.040476,0.708333,15.567766,15.799257,2.197802,2025-12-15,2025-12-15,1.01487,male,273,1.831502,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.831502'}]",269,4.25,8,4,8,89,35,22
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516584,04_MorganF_Nuthin But A G Thang - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-15,2025-12-15,1,unknown,1,,,,,1,0.02,,5,,1,,
,,,,1,,,,,,,,,,,,20,,20,,,,19,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,1,,0.72,"[{'action_type': 'outbound_click', 'value': '0.72'}]",0.72,,,,0.036,0.036,,,0.037895,0.72,12.857143,13.090909,1.785714,2025-12-15,2025-12-15,1.018182,female,56,1.785714,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.785714'}]",55,0.72,4,3,3,18,7,5
,4,,,4,1,1,4,,,,,,,,,121,,121,,,,117,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,4,,0.67,"[{'action_type': 'outbound_click', 'value': '0.67'}]",0.67,2.68,0.67,,0.022149,0.022149,,,0.022906,0.67,9.781022,9.925926,1.459854,2025-12-15,2025-12-15,1.014815,male,274,1.459854,4,"[{'action_type': 'outbound_click', 'value': '4'}]","[{'action_type': 'outbound_click', 'value': '1.459854'}]",270,2.68,16,5,15,105,60,32
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927327516784,02 Eddie_Snoop - Copy 2,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.02,0.02,,,0.02,,20,20,0,2025-12-15,2025-12-15,1,unknown,1,,,,,1,0.02,,7,,1,,
,,,,,,,,,,,,,,,,5,,5,,,,5,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.028,0.028,,,0.028,,10.769231,10.769231,0,2025-12-15,2025-12-15,1,female,13,,,,,13,0.14,1,5,1,4,3,1
,8,,,1,1,1,8,,,,1,,,,,92,,92,1,1,,90,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,2.67,"[{'action_type': 'outbound_click', 'value': '2.67'}]",2.67,2.67,0.33375,,0.029022,0.029022,2.67,,0.029667,0.89,11.125,11.125,1.25,2025-12-15,2025-12-15,1,male,240,0.416667,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '0.416667'}]",240,2.67,13,4,12,81,48,31
,,,,,,,,,,,,,,,,,,,,,,,,6927327516984,01 Morgan_Snoop_Ginndjuice_01 - Copy,6927326698584,FB_iOS_BAU_StartTrial_M_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,unknown,1,,,,,1,0.02,,1,,,,
,200,2,,52,19,19,200,,,,21,1,1,,,1254,3,1254,25,21,,1177,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,51,"[{'action_type': 'subscribe_mobile_app', 'value': '11.8125'}, {'action_type': 'subscribe_total', 'value': '11.8125'}]",0.908654,"[{'action_type': 'outbound_click', 'value': '0.908654'}]",0.908654,2.486842,0.23625,,0.037679,0.037679,1.89,,0.040144,0.926471,16.526758,16.8931,1.783841,2025-12-15,2025-12-15,1.022167,female,2859,1.818818,52,"[{'action_type': 'outbound_click', 'value': '52'}]","[{'action_type': 'outbound_click', 'value': '1.818818'}]",2797,47.25,133,4,121,1082,595,390
,1,,,3,,,1,,,,1,,,,,33,,33,1,1,,29,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,3,,0.44,"[{'action_type': 'outbound_click', 'value': '0.44'}]",0.44,,1.32,,0.04,0.04,1.32,,0.045517,0.44,12.692308,12.941176,2.884615,2025-12-15,2025-12-15,1.019608,male,104,2.884615,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '2.884615'}]",102,1.32,5,5,5,27,14,10
,,,,,,,,,,,2,,,,,6,,6,2,2,,4,,6927328151984,03_blackbodysuit_Big energy - Copy 2,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.038333,0.038333,0.115,,0.0575,,23,23,0,2025-12-15,2025-12-15,1,unknown,10,,,,,10,0.23,1,4,1,3,2,2
,,,,,,,,,,,,,,,,8,,8,,,,8,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.0725,0.0725,,,0.0725,,19.333333,19.333333,0,2025-12-15,2025-12-15,1,female,30,,,,,30,0.58,1,3,,7,4,4
,,,,,,,,,,,,,,,,1,,1,,,,1,,6927328152184,35_blonde_bent - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0,0,,,0,,0,0,0,2025-12-15,2025-12-15,1,male,1,,,,,1,0,,4,,1,,
,1393,4,4,257,119,119,1393,,,,108,8,8,4,,9173,8,9173,132,112,,8784,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,403,"[{'action_type': 'subscribe_mobile_app', 'value': '9.742647'}, {'action_type': 'subscribe_total', 'value': '9.742647'}, {'action_type': 'start_trial_mobile_app', 'value': '19.485294'}, {'action_type': 'start_trial_total', 'value': '19.485294'}]",1.288911,"[{'action_type': 'outbound_click', 'value': '1.288911'}]",1.288911,2.783613,0.237796,,0.036111,0.036111,2.50947,,0.037711,0.82196,12.366996,12.649406,1.504573,2025-12-15,2025-12-15,1.022836,female,26785,0.959492,257,"[{'action_type': 'outbound_click', 'value': '257'}]","[{'action_type': 'outbound_click', 'value': '0.959492'}]",26187,331.25,823,4,775,7619,3660,2096
,135,,1,15,7,7,135,,,,12,1,1,,,762,,762,14,12,,733,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,44,"[{'action_type': 'subscribe_mobile_app', 'value': '6.745'}, {'action_type': 'subscribe_total', 'value': '6.745'}, {'action_type': 'start_trial_mobile_app', 'value': '13.49'}, {'action_type': 'start_trial_total', 'value': '13.49'}]",1.798667,"[{'action_type': 'outbound_click', 'value': '1.798667'}]",1.798667,3.854286,0.199852,,0.035407,0.035407,1.927143,,0.036808,0.613182,12.302782,12.85374,2.006384,2025-12-15,2025-12-15,1.044783,male,2193,0.683995,15,"[{'action_type': 'outbound_click', 'value': '15'}]","[{'action_type': 'outbound_click', 'value': '0.683995'}]",2099,26.98,86,4,86,628,312,198
,2,,,,,,2,,,,,,,,,60,,60,,,,60,,6927328152584,14 blonde - Copy 3,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,2,,,,,,1.285,,0.042833,0.042833,,,0.042833,1.285,14.120879,14.198895,1.098901,2025-12-15,2025-12-15,1.005525,unknown,182,,,,,181,2.57,5,3,5,52,26,11
,319,,,51,32,32,319,,,,29,4,4,,,1918,2,1918,35,29,,1832,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,65,"[{'action_type': 'subscribe_mobile_app', 'value': '12.075'}, {'action_type': 'subscribe_total', 'value': '12.075'}, {'action_type': 'start_trial_mobile_app', 'value': '36.225'}, {'action_type': 'start_trial_total', 'value': '36.225'}]",1.420588,"[{'action_type': 'outbound_click', 'value': '1.420588'}]",1.420588,2.264063,0.227116,,0.037774,0.037774,2.07,,0.039547,1.114615,16.919664,17.051071,1.517982,2025-12-15,2025-12-15,1.007767,female,4282,1.191032,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '1.191032'}]",4249,72.45,136,5,136,1671,813,480
,2,,,5,,,2,,,,6,,,,,210,,210,6,6,,199,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,5,,1.38,"[{'action_type': 'outbound_click', 'value': '1.38'}]",1.38,,3.45,,0.032857,0.032857,1.15,,0.034673,1.38,13.995943,14.435146,1.014199,2025-12-15,2025-12-15,1.031381,male,493,1.014199,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '1.014199'}]",478,6.9,15,4,15,185,78,44
,,,,,,,,,,,1,,,,,9,,9,1,1,,8,,6927328152784,12_prerna_noendcardaudio - Copy,6927326214784,FB_iOS_BAU_StartTrial_F_Rap,6927326214384,FB_iOS_BAU_StartTrial_131125,0,,,,,,,,0.037778,0.037778,0.34,,0.0425,,20,20,0,2025-12-15,2025-12-15,1,unknown,17,,,,,17,0.34,,3,,6,3,1
,,,,,,,,,,,,,,,,,,,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,,,,,,,16,20,0,2025-12-15,2025-12-15,1.25,female,5,,,,,4,0.08,,,,,,
,,,,2,,,,,,,,,,,,2,,2,,,,,,6928148053984,New App promotion Ad,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.08,"[{'action_type': 'outbound_click', 'value': '0.08'}]",0.08,,,,0.08,0.08,,,,0.16,14.545455,14.545455,9.090909,2025-12-15,2025-12-15,1,male,11,18.181818,2,"[{'action_type': 'outbound_click', 'value': '2'}]","[{'action_type': 'outbound_click', 'value': '18.181818'}]",11,0.16,,,,,,
,202,,,51,19,19,202,,,,40,9,9,,,2489,4,2489,53,40,,2385,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,77,"[{'action_type': 'subscribe_mobile_app', 'value': '12.232857'}, {'action_type': 'subscribe_total', 'value': '12.232857'}]",1.67902,"[{'action_type': 'outbound_click', 'value': '1.67902'}]",1.67902,4.506842,0.423911,,0.034403,0.034403,1.61566,,0.035904,1.112078,14.695384,15.012272,1.321435,2025-12-15,2025-12-15,1.021564,female,5827,0.875236,51,"[{'action_type': 'outbound_click', 'value': '51'}]","[{'action_type': 'outbound_click', 'value': '0.875236'}]",5704,85.63,150,4,151,2174,1016,623
,17,,,5,1,1,17,,,,6,,,,,244,1,244,7,6,,232,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,8,"[{'action_type': 'subscribe_mobile_app', 'value': '8.09'}, {'action_type': 'subscribe_total', 'value': '8.09'}]",1.618,"[{'action_type': 'outbound_click', 'value': '1.618'}]",1.618,8.09,0.475882,,0.033156,0.033156,1.155714,,0.034871,1.01125,12.760252,13.111831,1.26183,2025-12-15,2025-12-15,1.027553,male,634,0.788644,5,"[{'action_type': 'outbound_click', 'value': '5'}]","[{'action_type': 'outbound_click', 'value': '0.788644'}]",617,8.09,18,4,18,210,94,54
,1,,,1,,,1,,,,,,,,,17,,17,,,,16,,6928150124184,12_prerna_noendcardaudio - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.5,"[{'action_type': 'outbound_click', 'value': '0.5'}]",0.5,,0.5,,0.029412,0.029412,,,0.03125,0.5,15.151515,16.129032,3.030303,2025-12-15,2025-12-15,1.064516,unknown,33,3.030303,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '3.030303'}]",31,0.5,1,9,1,15,8,4
,36,,,3,2,2,36,,,,3,,,,,58,,58,3,3,,52,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,3,,1.47,"[{'action_type': 'outbound_click', 'value': '1.47'}]",1.47,2.205,0.1225,,0.076034,0.076034,1.47,,0.084808,1.47,16.153846,16.768061,1.098901,2025-12-15,2025-12-15,1.038023,female,273,1.098901,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.098901'}]",263,4.41,3,2,3,45,23,16
,,,,,,,,,,,,,,,,1,,1,,,,1,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,0.21,0.21,,,0.21,,23.333333,23.333333,0,2025-12-15,2025-12-15,1,male,9,,,,,9,0.21,,2,,1,1,1
,,,,,,,,,,,,,,,,,,,,,,,,6928150124384,35_blonde_bent - Copy 2,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,,,,,,,20,20,0,2025-12-15,2025-12-15,1,unknown,1,,,,,1,0.02,,1,,,,
,1378,3,2,213,107,107,1378,,,,121,7,7,4,,8703,17,8703,151,125,,8339,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,382,"[{'action_type': 'subscribe_mobile_app', 'value': '7.947222'}, {'action_type': 'subscribe_total', 'value': '7.947222'}, {'action_type': 'start_trial_mobile_app', 'value': '286.1'}, {'action_type': 'start_trial_total', 'value': '286.1'}]",1.343192,"[{'action_type': 'outbound_click', 'value': '1.343192'}]",1.343192,2.673832,0.20762,,0.032874,0.032874,1.894702,,0.034309,0.748953,11.285106,12.253201,1.506784,2025-12-15,2025-12-15,1.085785,female,25352,0.84017,213,"[{'action_type': 'outbound_click', 'value': '213'}]","[{'action_type': 'outbound_click', 'value': '0.84017'}]",23349,286.1,738,4,711,7157,3440,1890
,133,,,24,9,9,133,,,,25,3,3,2,,1107,5,1107,35,27,,1048,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,51,"[{'action_type': 'subscribe_mobile_app', 'value': '12.063333'}, {'action_type': 'subscribe_total', 'value': '12.063333'}, {'action_type': 'start_trial_mobile_app', 'value': '18.095'}, {'action_type': 'start_trial_total', 'value': '18.095'}]",1.507917,"[{'action_type': 'outbound_click', 'value': '1.507917'}]",1.507917,4.021111,0.272105,,0.032692,0.032692,1.034,,0.034532,0.709608,10.963344,11.644144,1.544986,2025-12-15,2025-12-15,1.062098,male,3301,0.727052,24,"[{'action_type': 'outbound_click', 'value': '24'}]","[{'action_type': 'outbound_click', 'value': '0.727052'}]",3108,36.19,93,4,93,903,410,233
,,,,3,,,,,,,2,,,,,67,,67,2,2,,62,,6928150124584,14 blonde - Copy 4,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,2,,0.8,"[{'action_type': 'outbound_click', 'value': '0.8'}]",0.8,,,,0.035821,0.035821,1.2,,0.03871,1.2,12.371134,12.972973,1.030928,2025-12-15,2025-12-15,1.048649,unknown,194,1.546392,3,"[{'action_type': 'outbound_click', 'value': '3'}]","[{'action_type': 'outbound_click', 'value': '1.546392'}]",185,2.4,5,4,5,53,28,17
,158,,,25,11,11,158,,,,7,,,,,578,,578,7,7,,546,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,25,"[{'action_type': 'subscribe_mobile_app', 'value': '22.75'}, {'action_type': 'subscribe_total', 'value': '22.75'}]",0.91,"[{'action_type': 'outbound_click', 'value': '0.91'}]",0.91,2.068182,0.143987,,0.03936,0.03936,3.25,,0.041667,0.91,16.180654,16.864344,1.778094,2025-12-15,2025-12-15,1.042254,female,1406,1.778094,25,"[{'action_type': 'outbound_click', 'value': '25'}]","[{'action_type': 'outbound_click', 'value': '1.778094'}]",1349,22.75,47,4,43,496,255,152
,3,,,1,,,3,,,,,,,,,22,,22,,,,21,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,1,,0.74,"[{'action_type': 'outbound_click', 'value': '0.74'}]",0.74,,0.246667,,0.033636,0.033636,,,0.035238,0.74,14.230769,14.509804,1.923077,2025-12-15,2025-12-15,1.019608,male,52,1.923077,1,"[{'action_type': 'outbound_click', 'value': '1'}]","[{'action_type': 'outbound_click', 'value': '1.923077'}]",51,0.74,1,4,1,19,9,5
,,,,,,,,,,,,,,,,2,,2,,,,2,,6928150124784,03_blackbodysuit_Big energy - Copy 3,6928148053784,FB_iOS_CPR_F_Rap_151225,6928148053584,FB_iOS_BAU_CostBid_StartTrial_151225,0,,,,,,,,0.17,0.17,,,0.17,,42.5,42.5,0,2025-12-15,2025-12-15,1,unknown,8,,,,,8,0.34,,2,,2,,
